,Longitude,Latitude,OM [%]
2421,-1.4916,42.8327,4.2
2422,-1.2707,42.823,3.66
2423,-1.2082,42.616,4.95
2424,-1.6138,42.3563,6.45
2425,-1.7499,43.0091,2.48
2426,-1.8166,43.0897,12.07
2427,-0.8604,42.8124,9.67
2428,-0.8615,42.7702,4.47
2429,-1.0866,42.6785,4.47
2430,-1.0907,42.6952,9.77
2431,-1.5746,43.1719,2.6
2432,-1.7035,43.2155,2.8
2433,-1.481,43.2452,3.18
2434,-1.5355,43.1891,3.97
2435,-1.9122,43.0377,2.48
2436,-1.8638,43.0961,6.36
2437,-1.8424,43.1424,4.99
2438,-1.9055,43.0341,3.18
2439,-1.8919,43.1952,7.4
2440,-1.9299,43.0969,5.06
2441,-2.7538,42.5972,4.54
2442,-2.1617,42.3425,2.72
2443,-0.8932,42.6113,3.73
2444,0.3178,41.7023,3.29
2445,-0.7517,42.7329,1.17
2446,-0.4832,42.5301,6.09
2447,0.0161,42.427,1.62
2448,0.5436,42.1941,1.32
2449,-0.0835,42.6565,10.77
2450,-0.469,42.5198,12.33
2451,0.1576,42.3612,16.96
2452,0.931,41.4691,1.55
2453,0.9905,41.6359,6.59
2454,1.5476,42.1153,2.0
2455,1.6741,42.0196,4.09
2456,1.2658,42.1555,5.78
2457,1.2452,42.3745,8.69
2458,2.7332,41.9202,3.7
2459,2.7871,41.846,5.59
2460,2.9666,41.83,7.09
2461,2.8192,42.2225,11.87
2462,2.7106,42.1286,6.98
2463,2.8927,42.0934,8.08
2464,2.3782,41.786,0.71
2465,2.491,42.1207,14.47
2466,0.2481,41.1076,7.59
2467,1.6786,41.6287,6.59
2468,2.0015,41.6275,15.67
2469,1.9639,41.3542,7.48
2470,1.9518,41.3654,32.83
2471,1.9788,41.3192,47.47
2472,1.919,41.3547,39.32
2473,1.9665,41.3412,32.3
2474,1.9629,41.3416,10.73
2475,2.2528,41.4889,9.51
2476,0.5992,40.7538,6.24
2477,0.7312,40.8249,4.39
2478,0.8955,41.2343,2.99
2479,-1.1995,42.1338,1.7
2480,-1.7181,41.617,2.86
2481,-1.3671,41.16,1.01
2482,-1.8386,41.117,2.39
2483,-1.1778,41.4102,1.01
2484,0.064,41.1782,1.01
2485,-1.2067,42.1578,0.26
2486,-2.519,42.0541,2.32
2487,-2.4961,42.0549,13.76
2488,-2.5372,42.0259,4.87
2489,-2.5482,42.0254,7.22
2490,-2.552,42.002,2.22
2491,-2.5436,41.9984,6.43
2492,-2.4631,42.0908,6.02
2493,-3.1975,42.6161,3.84
2494,-2.9833,42.0424,12.49
2495,-3.0667,42.1369,10.32
2496,-4.2634,42.0797,0.71
2497,-4.7988,42.3324,1.39
2498,-4.4196,42.9523,0.02
2499,-5.0262,43.1314,7.09
2500,-5.0249,43.1296,6.95
2501,-5.0218,43.1153,6.86
2502,-5.4139,41.3327,0.79
2503,-5.9342,41.9519,0.64
2504,-5.3589,41.6608,0.71
2505,-5.413,41.9667,0.83
2506,-5.7356,41.538,1.03
2507,-5.7942,41.2547,0.36
2508,-5.6378,41.4602,0.36
2509,-6.2113,41.6646,1.03
2510,-7.0052,42.0729,8.43
2511,-6.1095,41.8188,0.4
2512,-6.3682,42.0272,1.41
2513,-5.1262,41.2312,0.4
2514,-5.2794,41.2093,0.45
2515,-4.8907,41.3988,3.29
2516,-4.2252,41.569,1.43
2517,-4.5222,41.3714,0.79
2518,-4.366,41.621,1.58
2519,-4.6181,41.4768,1.87
2520,-4.5877,41.4578,1.34
2521,-4.4339,41.5409,0.52
2522,-4.7289,41.2297,0.58
2523,-4.791,41.1882,0.36
2524,-4.6125,41.299,0.15
2525,-4.6126,41.3521,1.77
2526,-4.7083,41.5372,1.51
2527,-4.5826,41.3976,2.7
2528,-4.5776,41.4368,2.01
2529,-5.1986,41.3613,1.55
2530,-4.5482,41.3566,5.57
2531,-4.9135,41.2601,0.79
2532,-4.6789,41.4899,0.5
2533,-4.6144,41.2782,2.01
2534,-4.6845,41.4979,1.53
2535,-5.2252,41.3331,0.15
2536,-4.8569,41.4718,2.03
2537,-4.0784,41.6106,0.86
2538,-5.0293,41.3361,1.07
2539,-4.3772,41.4957,3.13
2540,-4.3608,41.6004,1.41
2541,-5.0697,41.2151,3.9
2542,-4.7025,41.2706,1.77
2543,-5.823,40.7289,2.27
2544,-5.9044,40.5044,6.69
2545,-6.7351,41.0412,1.2
2546,-5.7433,40.5183,0.74
2547,-6.2799,41.2025,1.48
2548,-5.194,41.1515,0.31
2549,-5.2383,40.9129,0.52
2550,-5.4989,40.9895,0.34
2551,-5.4989,40.9895,0.45
2552,-5.5179,41.0837,0.53
2553,-5.6503,40.987,1.7
2554,-5.6945,41.167,0.4
2555,-6.0105,40.7134,1.51
2556,-5.7462,40.8785,1.51
2557,-5.8079,40.9329,0.45
2558,-5.2321,41.0815,1.12
2559,-5.2298,41.0842,1.5
2560,-5.201,41.0757,0.55
2561,-5.275,40.805,0.67
2562,-5.3224,40.7383,0.58
2563,-5.4085,40.9572,0.74
2564,-5.3185,41.0653,1.1
2565,-5.4373,40.9638,0.77
2566,-5.3743,40.9133,0.86
2567,-5.3198,40.8843,2.22
2568,-5.1959,40.9579,0.48
2569,-5.1911,40.8508,2.06
2570,-5.3947,41.0665,0.93
2571,-5.3165,40.4303,4.58
2572,-5.5068,40.3629,0.84
2573,-5.041,40.7112,2.53
2574,-5.1075,40.192,3.73
2575,-4.6033,40.9487,0.55
2576,-4.6862,40.9367,0.55
2577,-4.9579,40.9477,1.31
2578,-5.3305,40.2553,0.41
2579,-4.8757,40.7906,0.81
2580,-4.7699,40.8449,5.06
2581,-5.2493,40.3596,8.32
2582,-5.1809,40.3537,6.91
2583,-4.9855,40.3987,4.56
2584,-5.2258,40.3605,10.29
2585,-3.5951,41.1912,12.95
2586,-3.7076,41.1239,12.64
2587,-4.5001,40.56,13.97
2588,-4.2064,40.6448,8.77
2589,-4.3244,40.6346,8.19
2590,-3.4121,40.3438,3.08
2591,-3.2473,40.3623,2.6
2592,-3.4477,40.3797,9.77
2593,-3.4598,40.4337,3.99
2594,-3.2471,40.3533,3.7
2595,-3.2353,40.2903,11.47
2596,-3.2817,40.119,6.98
2597,-3.5998,40.2619,6.17
2598,-3.9678,40.5027,0.4
2599,-3.875,40.6295,13.97
2600,-4.2841,40.3825,1.29
2601,-3.7575,40.6754,22.94
2602,-3.5922,40.7394,2.39
2603,-2.5024,40.7669,1.29
2604,-3.5229,40.965,3.08
2605,-3.8082,40.9723,10.97
2606,-3.7722,40.9456,3.78
2607,-3.4377,40.659,2.2
2608,-3.3429,40.6323,7.77
2609,-3.5054,40.2263,2.6
2610,-3.8006,40.3418,0.79
2611,-3.7303,40.3693,1.0
2612,-3.6259,40.5411,1.29
2613,-3.5539,40.4063,1.7
2614,-3.1575,40.7354,0.84
2615,-2.5425,41.1256,0.91
2616,-1.8732,40.9778,1.43
2617,-3.0888,40.7544,0.53
2618,-1.6524,40.7876,1.03
2619,-1.7073,40.7661,2.65
2620,-3.2311,40.7813,0.84
2621,-2.9879,40.7788,3.23
2622,-3.1059,40.2905,1.36
2623,-2.9644,40.7752,4.27
2624,-3.1421,40.4593,1.63
2625,-3.383,40.8169,0.88
2626,-2.6583,41.0774,1.05
2627,-3.2796,41.0316,4.09
2628,-3.0921,40.9386,4.49
2629,-3.1401,40.9116,0.98
2630,-1.8954,41.0708,10.68
2631,-1.6975,40.6958,7.71
2632,-3.1243,40.7075,4.23
2633,-1.651,40.7979,3.1
2634,-2.2622,40.9449,9.89
2635,-3.1728,41.1444,5.74
2636,-1.578,40.7763,4.42
2637,-1.5865,40.4864,14.79
2638,-1.3132,40.2773,5.81
2639,-1.3606,40.3356,6.86
2640,-1.3601,40.3347,1.86
2641,-1.4912,40.3149,13.69
2642,-0.4848,40.5433,16.74
2643,-1.4889,40.2599,7.6
2644,0.1354,40.3541,6.54
2645,-0.4561,40.1436,2.75
2646,-0.1973,40.5835,1.38
2647,-0.3954,40.136,1.38
2648,0.0369,40.2904,6.02
2649,0.3954,40.3585,6.36
2650,-0.3125,40.3021,2.41
2651,-0.4197,39.1271,2.67
2652,-0.4067,39.1822,1.93
2653,-0.4152,40.9372,1.86
2654,-0.4862,39.1578,2.63
2655,-0.467,39.1772,3.03
2656,-0.4327,39.1359,0.89
2657,-0.4081,39.1336,0.88
2658,-0.398,39.1334,1.79
2659,-0.414,39.14,0.76
2660,-0.4111,39.1255,0.31
2661,-0.4066,39.12,1.29
2662,-0.4408,39.1352,1.77
2663,-0.4419,39.1353,1.55
2664,-0.3624,39.0974,1.74
2665,-0.3794,39.1059,0.45
2666,-0.3817,39.169,0.91
2667,-0.9034,39.2188,4.99
2668,-0.996,39.2195,2.98
2669,-0.9731,39.1916,11.68
2670,-1.1475,39.1855,7.38
2671,-0.9239,39.3079,5.83
2672,-0.9721,39.2457,4.87
2673,-0.9839,39.2369,5.8
2674,-0.9585,39.2672,0.26
2675,-1.0874,39.2656,3.99
2676,-1.0655,39.2208,0.48
2677,-1.2497,39.7277,2.63
2678,-1.2004,39.8273,1.46
2679,0.0727,38.7274,5.21
2680,-0.0681,38.8048,6.88
2681,-0.3735,38.7337,12.64
2682,-1.1152,37.9947,2.65
2683,-1.1779,37.9677,0.77
2684,-1.2471,38.0526,2.48
2685,-1.4277,38.2399,1.67
2686,-1.3511,37.8829,0.71
2687,-1.4148,37.8297,1.62
2688,-1.6061,37.5081,1.48
2689,-1.8514,38.106,4.4
2690,-1.9748,38.0495,3.03
2691,-1.4459,37.8094,2.22
2692,-1.6366,37.5702,1.38
2693,-0.8493,37.7405,1.14
2694,-1.2394,38.0881,1.2
2695,-0.947,37.8188,1.72
2696,-0.8677,40.5699,2.68
2697,-0.9108,37.6722,4.16
2698,-1.3819,38.5231,0.53
2699,-1.1382,38.6114,1.44
2700,-2.2643,37.9935,2.96
2701,-1.106,38.0427,2.75
2702,-0.8339,37.6456,1.65
2703,-1.5159,37.4344,2.79
2704,-1.9467,37.6202,1.17
2705,-1.08,37.9472,1.94
2706,-1.427,37.6847,3.73
2707,-1.2714,38.0836,0.6
2708,-1.8486,38.2096,1.84
2709,-1.4901,38.3146,1.03
2710,-1.1447,37.9068,0.98
2711,-1.2568,38.0248,2.48
2712,-1.1009,38.108,0.6
2713,-1.3217,38.2267,3.66
2714,-1.1659,37.9261,1.17
2715,-0.7424,37.7115,0.43
2716,-2.3892,38.4462,15.39
2717,-2.6991,38.6132,6.45
2718,-2.7002,38.6078,2.49
2719,-2.7001,38.6087,5.87
2720,-2.7002,38.6106,2.58
2721,-2.7025,38.6105,1.77
2722,-2.263,40.4431,1.39
2723,-3.068,40.049,2.1
2724,-2.865,40.1535,1.69
2725,-2.5809,40.3312,1.29
2726,-2.3774,40.0537,2.18
2727,-2.5921,40.0357,1.79
2728,-2.5227,40.0778,3.66
2729,-2.334,40.0642,6.28
2730,-2.5586,40.2311,2.49
2731,-2.2309,40.4699,1.5
2732,-4.0731,40.227,4.09
2733,-4.165,40.1702,2.1
2734,-4.5023,40.0222,2.2
2735,-4.3688,40.2563,2.49
2736,-2.4321,39.9612,1.79
2737,-3.4366,39.9392,0.89
2738,-3.2626,39.7392,1.89
2739,-3.4789,39.7985,2.6
2740,-3.4636,39.7823,1.2
2741,-3.3577,39.6196,4.39
2742,-4.2355,40.1046,0.6
2743,-4.0086,39.914,0.71
2744,-3.9546,39.8154,3.49
2745,-4.1988,40.023,0.5
2746,-3.5442,39.4882,1.0
2747,-3.8612,39.5917,2.39
2748,-4.1282,39.7192,3.2
2749,-3.7092,39.5865,2.99
2750,-4.978,39.8961,3.7
2751,-4.4989,39.5943,2.99
2752,-4.6414,39.7608,4.39
2753,-4.6716,39.609,8.77
2754,-4.6676,39.6379,4.59
2755,-3.7036,39.3747,4.99
2756,-3.9129,39.5801,9.77
2757,-4.5005,39.6438,3.1
2758,-2.9195,39.2268,1.15
2759,-3.232,39.328,2.7
2760,-3.2378,39.3136,6.57
2761,-3.4311,39.24,12.73
2762,-3.3358,38.8294,1.62
2763,-3.5806,39.243,1.22
2764,-3.4182,38.8228,1.17
2765,-3.1643,39.1497,1.74
2766,-3.5515,39.0061,1.48
2767,-3.0023,39.194,1.22
2768,-2.9594,39.3075,0.84
2769,-3.1612,39.3182,0.28
2770,-3.0115,38.8011,1.74
2771,-2.8607,38.7667,2.29
2772,-2.7113,38.7124,2.8
2773,-3.0458,38.7096,1.24
2774,-3.1148,38.9182,1.7
2775,-3.2346,39.3915,0.91
2776,-3.2825,38.8935,2.1
2777,-3.3452,38.6275,1.22
2778,-3.3481,38.632,1.36
2779,-6.7772,40.243,17.85
2780,-6.2646,40.3032,24.05
2781,-7.2671,39.3703,19.25
2782,-5.5909,40.1146,0.6
2783,-5.8787,40.2898,1.27
2784,-6.7326,40.2764,3.54
2785,-5.6553,40.1411,3.61
2786,-5.6664,40.2742,6.57
2787,-5.8361,40.326,5.87
2788,-6.6745,40.1869,6.9
2789,-6.6859,40.2475,11.58
2790,-6.6739,40.2216,5.19
2791,-5.7224,40.0576,2.92
2792,-6.0142,39.9912,4.54
2793,-5.324,39.4577,5.42
2794,-5.6655,39.3914,3.15
2795,-5.5902,40.0669,1.55
2796,-6.4128,39.4652,1.53
2797,-6.2083,39.319,1.91
2798,-6.8485,39.8466,0.98
2799,-6.6902,39.6179,2.75
2800,-5.4725,39.3344,1.2
2801,-5.4147,39.6086,12.32
2802,-5.8131,40.127,4.99
2803,-5.3508,39.3198,1.98
2804,-5.1732,39.7827,1.53
2805,-5.6101,40.0034,5.13
2806,-5.3487,40.1342,11.08
2807,-6.7156,40.204,0.71
2808,-6.946,38.9222,0.96
2809,-5.7966,38.9667,1.08
2810,-5.7689,38.9948,0.24
2811,-6.4977,38.7441,0.91
2812,-6.429,38.7349,1.12
2813,-6.4178,38.7257,1.77
2814,-6.5173,39.0414,1.93
2815,-6.4155,38.5828,1.05
2816,-6.427,38.7268,0.96
2817,-5.512,38.7822,3.94
2818,-6.8581,39.1193,1.98
2819,-5.6311,38.766,0.46
2820,-5.7301,38.5079,2.2
2821,-5.8352,38.6892,0.96
2822,-6.3406,38.778,1.05
2823,-6.8266,38.8259,1.14
2824,-5.7885,38.6115,1.17
2825,-5.8254,38.4538,1.17
2826,-5.5691,38.5115,1.86
2827,-6.3652,38.8276,0.26
2828,-5.7998,38.9599,1.77
2829,-6.409,38.7156,1.65
2830,-6.5794,38.9481,1.17
2831,-6.6883,38.6475,1.17
2832,-6.7087,37.7288,4.49
2833,-6.7113,37.7739,2.58
2834,-6.7135,37.7758,4.99
2835,-6.7199,37.7344,3.96
2836,-6.4379,37.7025,1.69
2837,-6.4709,37.7158,8.43
2838,-6.4029,37.7135,2.53
2839,-5.679,37.8833,2.58
2840,-5.6607,37.8643,3.27
2841,-5.8604,37.7236,4.37
2842,-5.8435,37.578,2.29
2843,-5.9794,37.4666,1.2
2844,-6.1238,36.9023,2.29
2845,-6.3099,37.2257,2.15
2846,-6.0333,36.864,0.41
2847,-6.3335,37.3848,1.74
2848,-5.7501,37.1603,2.65
2849,-5.5732,37.2562,1.75
2850,-5.87,37.3242,0.45
2851,-6.2987,37.2849,2.03
2852,-5.8455,37.2743,0.98
2853,-5.5611,37.4665,1.24
2854,-5.4403,37.1212,3.16
2855,-5.8941,36.9798,2.41
2856,-5.3765,36.7885,6.4
2857,-5.4325,36.6995,2.84
2858,-5.3799,36.6988,1.86
2859,-5.3436,36.741,5.85
2860,-5.6156,36.8831,0.62
2861,-5.7249,36.6923,3.16
2862,-5.5954,36.8178,6.4
2863,-5.7772,36.6695,6.6
2864,-5.1982,36.8839,1.01
2865,-5.6541,36.5213,5.4
2866,-5.9156,36.4823,2.37
2867,-5.3813,36.204,2.44
2868,-5.368,36.2277,1.63
2869,-5.3963,36.3031,3.11
2870,-5.4154,36.2057,2.3
2871,-5.6027,36.0323,7.91
2872,-6.0469,36.7121,2.2
2873,-6.0581,36.8009,2.2
2874,-5.8313,36.725,3.27
2875,-5.6108,36.8357,6.67
2876,-5.8668,36.5204,2.13
2877,-6.0388,36.5167,8.81
2878,-5.9459,36.3058,4.87
2879,-6.3992,36.6856,1.1
2880,-6.0844,36.6875,1.51
2881,-5.5972,36.8213,3.04
2882,-5.9458,36.2873,0.69
2883,-4.5243,36.9634,1.1
2884,-4.6606,36.6928,1.72
2885,-4.6987,36.6945,1.0
2886,-4.6254,36.7495,1.15
2887,-4.6234,36.72,1.29
2888,-4.5923,36.6867,1.67
2889,-4.5906,36.7634,1.31
2890,-4.5695,36.6887,1.79
2891,-4.6584,36.7089,1.07
2892,-4.5134,36.9598,8.86
2893,-4.5426,36.9559,13.79
2894,-4.5498,36.9517,14.95
2895,-4.5568,36.9539,18.46
2896,-4.4548,37.3794,6.64
2897,-4.1285,37.3861,3.61
2898,-4.801,37.8509,1.27
2899,-5.0169,37.7866,2.44
2900,-5.2688,37.7076,3.8
2901,-4.4773,37.9446,2.06
2902,-4.51,37.7477,5.38
2903,-4.6625,37.5763,1.72
2904,-4.6529,37.5264,1.19
2905,-4.3303,37.6019,2.72
2906,-4.3853,37.3176,2.99
2907,-4.4338,37.4652,4.47
2908,-4.2073,37.4078,6.43
2909,-5.2079,37.7944,1.82
2910,-4.6768,37.6941,1.79
2911,-4.8168,37.7768,0.95
2912,-4.4458,37.9797,1.63
2913,-5.2343,37.7002,1.2
2914,-4.7618,37.8524,1.2
2915,-4.7728,37.841,1.19
2916,-4.2605,37.4789,2.15
2917,-4.708,38.4687,2.53
2918,-4.6464,38.0001,4.52
2919,-5.0588,37.9458,5.74
2920,-4.8958,38.6379,5.93
2921,-5.1731,38.3853,3.53
2922,-4.8853,38.2127,4.15
2923,-4.9864,37.7082,2.44
2924,-2.9045,37.9025,28.69
2925,-2.8567,37.8952,14.17
2926,-2.8527,37.8966,7.22
2927,-3.0,37.839,4.21
2928,-2.934,37.9728,9.94
2929,-2.9452,38.023,2.8
2930,-2.907,37.9753,16.44
2931,-2.9789,38.0134,6.88
2932,-2.9989,37.8944,11.7
2933,-2.9966,38.0332,18.58
2934,-2.9964,38.0359,24.65
2935,-2.9875,38.0341,11.46
2936,-2.9676,38.0278,6.05
2937,-2.9897,37.8403,5.81
2938,-2.9118,37.9669,5.93
2939,-2.9112,37.9701,25.87
2940,-2.0818,37.9706,7.05
2941,-2.8885,37.948,5.28
2942,-2.9129,37.934,17.75
2943,-3.2043,37.5256,1.5
2944,-3.8319,37.3299,1.75
2945,-3.4809,37.4274,1.6
2946,-4.1132,37.3222,0.81
2947,-4.0506,37.1479,0.74
2948,-3.6003,37.4467,4.51
2949,-3.6207,37.4538,1.34
2950,-3.6327,37.269,1.86
2951,-2.546,37.587,3.35
2952,-3.5131,36.9167,3.65
2953,-2.9763,37.2091,1.34
2954,-3.3254,37.0277,3.01
2955,-3.3027,37.0265,6.16
2956,-3.3279,37.0557,1.62
2957,-2.4087,37.5968,3.22
2958,-3.6445,37.0877,0.46
2959,-3.6456,37.3203,2.22
2960,-3.2717,37.379,0.58
2961,-4.1527,37.2687,0.62
2962,-3.2041,36.845,2.65
2963,-3.1107,36.9488,3.39
2964,-2.4284,37.8326,1.72
2965,-2.6553,37.4154,1.41
2966,-3.6847,37.0289,1.29
2967,-3.5928,36.9979,1.01
2968,-3.5953,37.0195,1.14
2969,-3.5539,37.4037,0.58
2970,-2.29,37.3298,0.91
2971,-2.1223,36.8014,3.18
2972,-2.0378,36.8314,1.86
2973,-2.2656,37.6316,2.1
2974,-2.259,37.61,2.25
2975,-2.1968,37.7033,2.77
2976,-2.1236,37.6568,3.66
2977,-2.1305,37.6537,2.36
2978,-0.1393,40.6154,2.29
2979,-0.3139,39.1873,2.0
2980,-0.5788,39.5625,4.4
2981,-0.0823,38.8761,6.05
2982,-0.2651,39.8438,5.83
2983,-0.8227,38.8285,1.39
2984,-0.7073,38.4749,3.56
2985,-0.0783,40.6589,5.78
2986,-0.5237,38.8136,8.24
2987,-0.4316,39.7665,6.73
2988,-0.9338,39.7585,2.3
2989,-0.5652,38.9496,0.24
2990,-0.3198,39.3226,1.19
2991,-0.0376,38.8743,0.86
2992,0.0593,40.2891,3.59
2993,0.045,38.7033,1.72
2994,-0.9516,39.5516,1.89
2995,-0.5943,38.77,1.79
2996,-0.5974,39.698,0.69
2997,-0.5685,38.8505,0.67
2998,-0.6713,38.7989,2.17
2999,-0.2005,39.7071,6.09
3000,-0.287,39.5831,7.83
3001,-0.7909,38.7378,6.95
3002,-0.9307,39.8486,12.61
3003,-0.1527,38.8772,5.5
3004,0.0012,40.5848,12.07
3005,-1.4507,40.1282,13.31
3006,-1.1695,39.6724,23.94
3007,-0.8501,39.8201,11.52
3008,-0.1761,38.8687,1.46
3009,-0.666,39.0417,2.18
3010,-0.8865,39.776,4.45
3011,-0.011,40.5761,6.69
3012,-0.8869,39.7487,5.38
3013,-0.257,39.7535,0.76
3014,-0.4723,39.29,0.5
3015,-2.3,37.3006,2.1
3016,-1.8777,37.2506,1.31
3017,-2.8494,36.983,2.18
3018,-2.8687,36.8157,0.93
3019,-2.4243,37.0358,0.79
3020,-2.3055,37.5978,2.25
3021,-2.795,37.1569,1.5
3022,-6.0029,36.8062,1.55
3023,-5.3816,36.2006,2.44
3024,-6.1502,36.5173,1.24
3025,-5.6668,36.5006,5.4
3026,-6.1891,36.7492,1.58
3027,-5.5918,36.8145,6.4
3028,-4.6668,37.5173,1.19
3029,-4.7862,37.8187,1.84
3030,-4.7945,37.9784,7.16
3031,-4.6584,38.3506,1.74
3032,-4.8168,38.2006,0.83
3033,-3.6667,37.3839,3.61
3034,-4.8002,37.8673,1.27
3035,-3.7945,37.0589,1.1
3036,-3.3834,37.1006,8.79
3037,-2.6,37.3947,3.35
3038,-3.7017,36.7784,2.51
3039,-3.1111,37.2325,0.77
3040,-2.5917,37.6451,3.29
3041,-3.3084,37.4089,2.15
3042,-4.082,37.3228,0.81
3043,-3.7667,37.3089,1.17
3044,-3.6361,37.0284,1.0
3045,-3.7334,37.1673,1.86
3046,-7.0569,37.8395,7.69
3047,-6.9391,37.5617,2.8
3048,-6.3724,37.4562,1.38
3049,-6.5044,37.0173,4.58
3050,-7.0002,37.3506,4.47
3051,-6.5955,37.2276,10.78
3052,-6.4724,37.884,9.98
3053,-4.0973,38.0437,0.46
3054,-3.8778,37.8895,0.79
3055,-3.1472,38.259,1.81
3056,-3.5,37.9728,1.5
3057,-3.2428,37.7601,7.09
3058,-3.0722,37.8395,1.62
3059,-4.1806,38.0992,5.78
3060,-2.9528,37.9062,5.54
3061,-3.9278,37.7145,3.22
3062,-4.6084,37.0867,1.55
3063,-4.3723,36.7728,2.1
3064,-4.6751,36.6506,0.14
3065,-4.5987,36.9992,2.8
3066,-4.7557,36.8423,3.22
3067,-5.6599,37.2339,2.05
3068,-6.1891,37.3839,1.79
3069,-5.6599,37.3756,1.27
3070,-4.9112,37.2812,1.57
3071,-6.2002,36.9089,3.03
3072,-5.637,37.918,2.55
3073,-5.4418,37.0506,1.05
3074,-5.7835,37.4839,0.24
3075,-5.9168,37.5339,1.63
3076,-2.9994,41.8498,7.29
3077,-2.997,41.8534,6.52
3078,-3.2798,41.9179,5.28
3079,-3.8709,41.76,0.96
3080,-3.0453,41.9768,11.9
3081,-4.758,40.9802,0.98
3082,-5.5905,41.445,0.48
3083,-5.2881,42.6024,3.11
3084,-4.7928,42.6517,6.19
3085,-6.4919,42.002,8.84
3086,-6.3254,41.6944,6.26
3087,-4.7531,41.1073,0.65
3088,-5.2987,41.5548,0.81
3089,-4.7331,42.545,0.31
3090,-5.0011,42.4709,6.31
3091,-1.8113,41.8036,16.37
3092,-1.823,41.7893,49.54
3093,-1.8533,41.8459,4.47
3094,-4.4293,40.5609,7.19
3095,-4.5013,40.6141,4.47
3096,-4.5017,40.6321,3.96
3097,-4.5119,40.5599,4.13
3098,-4.5221,40.4877,2.1
3099,-4.3362,40.6341,15.14
3100,-3.05,43.1341,10.0
3101,-3.0333,43.1174,2.9
3102,-2.5,42.5021,1.9
3103,-2.8333,43.0508,8.5
3104,-2.595,43.0236,4.3
3105,-2.4166,42.5341,1.4
3106,-2.6333,42.9924,11.4
3107,-2.5833,42.9508,6.1
3108,-2.5833,42.8549,3.8
3109,-2.6333,42.8424,4.2
3110,-2.6333,42.5008,6.1
3111,-2.4975,42.9286,3.6
3112,-2.4166,42.9341,9.4
3113,-2.7167,42.9341,5.3
3114,-2.55,42.823,6.1
3115,-2.4747,42.7347,2.3
3116,-2.4508,42.6852,2.8
3117,-2.303,42.7924,27.6
3118,-2.2722,42.8102,7.2
3119,-2.7833,42.5827,1.5
3120,-2.6667,42.5846,10.5
3121,-2.6833,42.5508,3.5
3122,-2.6166,42.4994,0.9
3123,-2.5666,42.5452,6.3
3124,-2.5,42.6016,1.0
3125,-2.4878,42.6222,5.3
3126,-2.7028,39.3118,0.3
3127,-2.45,39.2507,1.7
3128,-2.5166,39.2007,0.6
3129,-2.4277,39.2498,1.4
3130,-2.3486,39.2396,1.3
3131,-2.375,39.1721,4.3
3132,-2.7814,39.1479,1.7
3133,-2.6667,39.134,1.5
3134,-2.7333,39.0868,2.9
3135,-2.5,39.084,2.2
3136,-2.45,39.0618,2.1
3137,-2.4166,39.0007,1.4
3138,-2.0166,39.0173,1.3
3139,-2.7333,38.984,1.4
3140,-2.6,38.9173,1.6
3141,-1.8333,38.9173,1.2
3142,-1.8944,38.7256,1.8
3143,-1.8999,38.734,1.7
3144,-1.7333,38.8006,3.5
3145,-2.6427,38.5734,6.5
3146,-2.6655,38.6005,2.5
3147,-2.6988,38.6908,1.8
3148,-2.55,38.6506,0.7
3149,-2.55,38.5673,3.7
3150,-2.5,38.6173,1.4
3151,-2.4166,38.434,15.6
3152,-0.1498,38.8506,5.5
3153,-0.8166,38.7173,4.1
3154,-0.7832,38.734,7.0
3155,-0.5332,38.684,7.8
3156,-0.4832,38.7673,8.3
3157,-0.3832,38.734,12.7
3158,-0.0665,38.8006,6.9
3159,0.0502,38.7006,1.7
3160,-0.9166,38.5673,3.9
3161,-0.6499,38.5173,12.4
3162,-0.6332,38.534,8.1
3163,-0.2999,38.534,6.5
3164,-0.2332,38.5173,1.9
3165,-0.9332,38.4006,8.3
3166,-0.6999,38.4673,3.6
3167,-0.6665,38.484,3.1
3168,-0.6499,38.4673,2.1
3169,-0.8166,38.184,1.8
3170,-0.7999,38.2006,3.2
3171,-0.7666,38.2006,3.5
3172,-0.7499,38.2506,2.4
3173,-0.6832,38.2673,1.3
3174,-0.5987,38.1923,3.0
3175,-0.5362,38.1273,3.2
3176,-0.6332,38.184,1.4
3177,-0.9499,38.1173,0.6
3178,-0.9666,38.0173,0.3
3179,-0.8832,38.0173,0.9
3180,-0.6665,38.1006,1.2
3181,-0.8166,37.884,7.7
3182,-0.3665,38.5173,3.0
3183,-0.6165,38.434,2.1
3184,-0.4332,38.4173,1.1
3185,-2.1189,37.8506,3.0
3186,-2.15,37.884,3.5
3187,-2.2333,37.8173,0.7
3188,-2.2833,37.7006,2.4
3189,-2.1166,37.8173,2.7
3190,-2.15,37.7673,3.1
3191,-2.0666,37.734,9.0
3192,-2.3,37.6006,2.2
3193,-2.1333,37.5506,2.5
3194,-2.5166,37.3506,1.2
3195,-2.4166,37.4173,1.5
3196,-2.35,37.4673,1.6
3197,-2.2333,37.4339,0.2
3198,-2.1387,37.3839,2.0
3199,-2.0833,37.4839,0.8
3200,-1.8999,37.5006,0.9
3201,-2.0625,36.8006,2.8
3202,-2.8167,37.1673,3.4
3203,-2.5666,37.3339,1.6
3204,-2.5833,37.2339,2.4
3205,-2.5166,37.2006,1.7
3206,-2.45,37.3006,3.0
3207,-2.3,37.3006,2.1
3208,-2.3,37.2006,1.9
3209,-2.2,37.1839,3.4
