,Longitude,Latitude,TOC [%]
2420,-1.2943,42.8085,4.08
2421,-1.4916,42.8327,2.44
2422,-1.2707,42.823,2.13
2423,-1.2082,42.616,2.88
2424,-1.6138,42.3563,3.75
2425,-1.7499,43.0091,1.44
2426,-1.8166,43.0897,7.02
2427,-0.8604,42.8124,5.62
2428,-0.8615,42.7702,2.6
2429,-1.0866,42.6785,2.6
2430,-1.0907,42.6952,5.68
2431,-1.5746,43.1719,1.51
2432,-1.7035,43.2155,1.63
2433,-1.481,43.2452,1.85
2434,-1.5355,43.1891,2.31
2435,-1.9122,43.0377,1.44
2436,-1.8638,43.0961,3.7
2437,-1.8424,43.1424,2.9
2438,-1.9055,43.0341,1.85
2439,-1.8919,43.1952,4.3
2440,-1.9299,43.0969,2.94
2441,-2.7538,42.5972,2.64
2442,-2.1617,42.3425,1.58
2443,-0.8932,42.6113,2.17
2444,0.3178,41.7023,1.91
2445,-0.7517,42.7329,0.68
2446,-0.4832,42.5301,3.54
2447,0.0161,42.427,0.94
2448,0.5436,42.1941,0.77
2449,-0.0835,42.6565,6.26
2450,-0.469,42.5198,7.17
2451,0.1576,42.3612,9.86
2452,0.931,41.4691,0.9
2453,0.9905,41.6359,3.83
2454,1.5476,42.1153,1.16
2455,1.6741,42.0196,2.38
2456,1.2658,42.1555,3.36
2457,1.2452,42.3745,5.05
2458,2.7332,41.9202,2.15
2459,2.7871,41.846,3.25
2460,2.9666,41.83,4.12
2461,2.8192,42.2225,6.9
2462,2.7106,42.1286,4.06
2463,2.8927,42.0934,4.7
2464,2.3782,41.786,0.41
2465,2.491,42.1207,8.41
2466,0.2481,41.1076,4.41
2467,1.6786,41.6287,3.83
2468,2.0015,41.6275,9.11
2469,1.9639,41.3542,4.35
2470,1.9518,41.3654,19.09
2471,1.9788,41.3192,27.6
2472,1.919,41.3547,22.86
2473,1.9665,41.3412,18.78
2474,1.9629,41.3416,6.24
2475,2.2528,41.4889,5.53
2476,0.5992,40.7538,3.63
2477,0.7312,40.8249,2.55
2478,0.8955,41.2343,1.74
2479,-1.1995,42.1338,0.99
2480,-1.7181,41.617,1.66
2481,-1.3671,41.16,0.59
2482,-1.8386,41.117,1.39
2483,-1.1778,41.4102,0.59
2484,0.064,41.1782,0.59
2485,-1.2067,42.1578,0.15
2486,-2.519,42.0541,1.35
2487,-2.4961,42.0549,8.0
2488,-2.5372,42.0259,2.83
2489,-2.5482,42.0254,4.2
2490,-2.552,42.002,1.29
2491,-2.5436,41.9984,3.74
2492,-2.4631,42.0908,3.5
2493,-3.1975,42.6161,2.23
2494,-2.9833,42.0424,7.26
2495,-3.0667,42.1369,6.0
2496,-4.2634,42.0797,0.41
2497,-4.7988,42.3324,0.81
2498,-4.4196,42.9523,0.01
2499,-5.0262,43.1314,4.12
2500,-5.0249,43.1296,4.04
2501,-5.0218,43.1153,3.99
2502,-5.4139,41.3327,0.46
2503,-5.9342,41.9519,0.37
2504,-5.3589,41.6608,0.41
2505,-5.413,41.9667,0.48
2506,-5.7356,41.538,0.6
2507,-5.7942,41.2547,0.21
2508,-5.6378,41.4602,0.21
2509,-6.2113,41.6646,0.6
2510,-7.0052,42.0729,4.9
2511,-6.1095,41.8188,0.23
2512,-6.3682,42.0272,0.82
2513,-5.1262,41.2312,0.23
2514,-5.2794,41.2093,0.26
2515,-4.8907,41.3988,1.91
2516,-4.2252,41.569,0.83
2517,-4.5222,41.3714,0.46
2518,-4.366,41.621,0.92
2519,-4.6181,41.4768,1.09
2520,-4.5877,41.4578,0.78
2521,-4.4339,41.5409,0.3
2522,-4.7289,41.2297,0.34
2523,-4.791,41.1882,0.21
2524,-4.6125,41.299,0.09
2525,-4.6126,41.3521,1.03
2526,-4.7083,41.5372,0.88
2527,-4.5826,41.3976,1.57
2528,-4.5776,41.4368,1.17
2529,-5.1986,41.3613,0.9
2530,-4.5482,41.3566,3.24
2531,-4.9135,41.2601,0.46
2532,-4.6789,41.4899,0.29
2533,-4.6144,41.2782,1.17
2534,-4.6845,41.4979,0.89
2535,-5.2252,41.3331,0.09
2536,-4.8569,41.4718,1.18
2537,-4.0784,41.6106,0.5
2538,-5.0293,41.3361,0.62
2539,-4.3772,41.4957,1.82
2540,-4.3608,41.6004,0.82
2541,-5.0697,41.2151,2.27
2542,-4.7025,41.2706,1.03
2543,-5.823,40.7289,1.32
2544,-5.9044,40.5044,3.89
2545,-6.7351,41.0412,0.7
2546,-5.7433,40.5183,0.43
2547,-6.2799,41.2025,0.86
2548,-5.194,41.1515,0.18
2549,-5.2383,40.9129,0.3
2550,-5.4989,40.9895,0.2
2551,-5.4989,40.9895,0.26
2552,-5.5179,41.0837,0.31
2553,-5.6503,40.987,0.99
2554,-5.6945,41.167,0.23
2555,-6.0105,40.7134,0.88
2556,-5.7462,40.8785,0.88
2557,-5.8079,40.9329,0.26
2558,-5.2321,41.0815,0.65
2559,-5.2298,41.0842,0.87
2560,-5.201,41.0757,0.32
2561,-5.275,40.805,0.39
2562,-5.3224,40.7383,0.34
2563,-5.4085,40.9572,0.43
2564,-5.3185,41.0653,0.64
2565,-5.4373,40.9638,0.45
2566,-5.3743,40.9133,0.5
2567,-5.3198,40.8843,1.29
2568,-5.1959,40.9579,0.28
2569,-5.1911,40.8508,1.2
2570,-5.3947,41.0665,0.54
2571,-5.3165,40.4303,2.66
2572,-5.5068,40.3629,0.49
2573,-5.041,40.7112,1.47
2574,-5.1075,40.192,2.17
2575,-4.6033,40.9487,0.32
2576,-4.6862,40.9367,0.32
2577,-4.9579,40.9477,0.76
2578,-5.3305,40.2553,0.24
2579,-4.8757,40.7906,0.47
2580,-4.7699,40.8449,2.94
2581,-5.2493,40.3596,4.84
2582,-5.1809,40.3537,4.02
2583,-4.9855,40.3987,2.65
2584,-5.2258,40.3605,5.98
2585,-3.5951,41.1912,7.53
2586,-3.7076,41.1239,7.35
2587,-4.5001,40.56,8.12
2588,-4.2064,40.6448,5.1
2589,-4.3244,40.6346,4.76
2590,-3.4121,40.3438,1.79
2591,-3.2473,40.3623,1.51
2592,-3.4477,40.3797,5.68
2593,-3.4598,40.4337,2.32
2594,-3.2471,40.3533,2.15
2595,-3.2353,40.2903,6.67
2596,-3.2817,40.119,4.06
2597,-3.5998,40.2619,3.59
2598,-3.9678,40.5027,0.23
2599,-3.875,40.6295,8.12
2600,-4.2841,40.3825,0.75
2601,-3.7575,40.6754,13.34
2602,-3.5922,40.7394,1.39
2603,-2.5024,40.7669,0.75
2604,-3.5229,40.965,1.79
2605,-3.8082,40.9723,6.38
2606,-3.7722,40.9456,2.2
2607,-3.4377,40.659,1.28
2608,-3.3429,40.6323,4.52
2609,-3.5054,40.2263,1.51
2610,-3.8006,40.3418,0.46
2611,-3.7303,40.3693,0.58
2612,-3.6259,40.5411,0.75
2613,-3.5539,40.4063,0.99
2614,-3.1575,40.7354,0.49
2615,-2.5425,41.1256,0.53
2616,-1.8732,40.9778,0.83
2617,-3.0888,40.7544,0.31
2618,-1.6524,40.7876,0.6
2619,-1.7073,40.7661,1.54
2620,-3.2311,40.7813,0.49
2621,-2.9879,40.7788,1.88
2622,-3.1059,40.2905,0.79
2623,-2.9644,40.7752,2.48
2624,-3.1421,40.4593,0.95
2625,-3.383,40.8169,0.51
2626,-2.6583,41.0774,0.61
2627,-3.2796,41.0316,2.38
2628,-3.0921,40.9386,2.61
2629,-3.1401,40.9116,0.57
2630,-1.8954,41.0708,6.21
2631,-1.6975,40.6958,4.48
2632,-3.1243,40.7075,2.46
2633,-1.651,40.7979,1.8
2634,-2.2622,40.9449,5.75
2635,-3.1728,41.1444,3.34
2636,-1.578,40.7763,2.57
2637,-1.5865,40.4864,8.6
2638,-1.3132,40.2773,3.38
2639,-1.3606,40.3356,3.99
2640,-1.3601,40.3347,1.08
2641,-1.4912,40.3149,7.96
2642,-0.4848,40.5433,9.73
2643,-1.4889,40.2599,4.42
2644,0.1354,40.3541,3.8
2645,-0.4561,40.1436,1.6
2646,-0.1973,40.5835,0.8
2647,-0.3954,40.136,0.8
2648,0.0369,40.2904,3.5
2649,0.3954,40.3585,3.7
2650,-0.3125,40.3021,1.4
2651,-0.4197,39.1271,1.55
2652,-0.4067,39.1822,1.12
2653,-0.4152,40.9372,1.08
2654,-0.4862,39.1578,1.53
2655,-0.467,39.1772,1.76
2656,-0.4327,39.1359,0.52
2657,-0.4081,39.1336,0.51
2658,-0.398,39.1334,1.04
2659,-0.414,39.14,0.44
2660,-0.4111,39.1255,0.18
2661,-0.4066,39.12,0.75
2662,-0.4408,39.1352,1.03
2663,-0.4419,39.1353,0.9
2664,-0.3624,39.0974,1.01
2665,-0.3794,39.1059,0.26
2666,-0.3817,39.169,0.53
2667,-0.9034,39.2188,2.9
2668,-0.996,39.2195,1.73
2669,-0.9731,39.1916,6.79
2670,-1.1475,39.1855,4.29
2671,-0.9239,39.3079,3.39
2672,-0.9721,39.2457,2.83
2673,-0.9839,39.2369,3.37
2674,-0.9585,39.2672,0.15
2675,-1.0874,39.2656,2.32
2676,-1.0655,39.2208,0.28
2677,-1.2497,39.7277,1.53
2678,-1.2004,39.8273,0.85
2679,0.0727,38.7274,3.03
2680,-0.0681,38.8048,4.0
2681,-0.3735,38.7337,7.35
2682,-1.1152,37.9947,1.54
2683,-1.1779,37.9677,0.45
2684,-1.2471,38.0526,1.44
2685,-1.4277,38.2399,0.97
2686,-1.3511,37.8829,0.41
2687,-1.4148,37.8297,0.94
2688,-1.6061,37.5081,0.86
2689,-1.8514,38.106,2.56
2690,-1.9748,38.0495,1.76
2691,-1.4459,37.8094,1.29
2692,-1.6366,37.5702,0.8
2693,-0.8493,37.7405,0.66
2694,-1.2394,38.0881,0.7
2695,-0.947,37.8188,1.0
2696,-0.8677,40.5699,1.56
2697,-0.9108,37.6722,2.42
2698,-1.3819,38.5231,0.31
2699,-1.1382,38.6114,0.84
2700,-2.2643,37.9935,1.72
2701,-1.106,38.0427,1.6
2702,-0.8339,37.6456,0.96
2703,-1.5159,37.4344,1.62
2704,-1.9467,37.6202,0.68
2705,-1.08,37.9472,1.13
2706,-1.427,37.6847,2.17
2707,-1.2714,38.0836,0.35
2708,-1.8486,38.2096,1.07
2709,-1.4901,38.3146,0.6
2710,-1.1447,37.9068,0.57
2711,-1.2568,38.0248,1.44
2712,-1.1009,38.108,0.35
2713,-1.3217,38.2267,2.13
2714,-1.1659,37.9261,0.68
2715,-0.7424,37.7115,0.25
2716,-2.3892,38.4462,8.95
2717,-2.6991,38.6132,3.75
2718,-2.7002,38.6078,1.45
2719,-2.7001,38.6087,3.41
2720,-2.7002,38.6106,1.5
2721,-2.7025,38.6105,1.03
2722,-2.263,40.4431,0.81
2723,-3.068,40.049,1.22
2724,-2.865,40.1535,0.98
2725,-2.5809,40.3312,0.75
2726,-2.3774,40.0537,1.27
2727,-2.5921,40.0357,1.04
2728,-2.5227,40.0778,2.13
2729,-2.334,40.0642,3.65
2730,-2.5586,40.2311,1.45
2731,-2.2309,40.4699,0.87
2732,-4.0731,40.227,2.38
2733,-4.165,40.1702,1.22
2734,-4.5023,40.0222,1.28
2735,-4.3688,40.2563,1.45
2736,-2.4321,39.9612,1.04
2737,-3.4366,39.9392,0.52
2738,-3.2626,39.7392,1.1
2739,-3.4789,39.7985,1.51
2740,-3.4636,39.7823,0.7
2741,-3.3577,39.6196,2.55
2742,-4.2355,40.1046,0.35
2743,-4.0086,39.914,0.41
2744,-3.9546,39.8154,2.03
2745,-4.1988,40.023,0.29
2746,-3.5442,39.4882,0.58
2747,-3.8612,39.5917,1.39
2748,-4.1282,39.7192,1.86
2749,-3.7092,39.5865,1.74
2750,-4.978,39.8961,2.15
2751,-4.4989,39.5943,1.74
2752,-4.6414,39.7608,2.55
2753,-4.6716,39.609,5.1
2754,-4.6676,39.6379,2.67
2755,-3.7036,39.3747,2.9
2756,-3.9129,39.5801,5.68
2757,-4.5005,39.6438,1.8
2758,-2.9195,39.2268,0.67
2759,-3.232,39.328,1.57
2760,-3.2378,39.3136,3.82
2761,-3.4311,39.24,7.4
2762,-3.3358,38.8294,0.94
2763,-3.5806,39.243,0.71
2764,-3.4182,38.8228,0.68
2765,-3.1643,39.1497,1.01
2766,-3.5515,39.0061,0.86
2767,-3.0023,39.194,0.71
2768,-2.9594,39.3075,0.49
2769,-3.1612,39.3182,0.16
2770,-3.0115,38.8011,1.01
2771,-2.8607,38.7667,1.33
2772,-2.7113,38.7124,1.63
2773,-3.0458,38.7096,0.72
2774,-3.1148,38.9182,0.99
2775,-3.2346,39.3915,0.53
2776,-3.2825,38.8935,1.22
2777,-3.3452,38.6275,0.71
2778,-3.3481,38.632,0.79
2779,-6.7772,40.243,10.38
2780,-6.2646,40.3032,13.98
2781,-7.2671,39.3703,11.19
2782,-5.5909,40.1146,0.35
2783,-5.8787,40.2898,0.74
2784,-6.7326,40.2764,2.06
2785,-5.6553,40.1411,2.1
2786,-5.6664,40.2742,3.82
2787,-5.8361,40.326,3.41
2788,-6.6745,40.1869,4.01
2789,-6.6859,40.2475,6.73
2790,-6.6739,40.2216,3.02
2791,-5.7224,40.0576,1.7
2792,-6.0142,39.9912,2.64
2793,-5.324,39.4577,3.15
2794,-5.6655,39.3914,1.83
2795,-5.5902,40.0669,0.9
2796,-6.4128,39.4652,0.89
2797,-6.2083,39.319,1.11
2798,-6.8485,39.8466,0.57
2799,-6.6902,39.6179,1.6
2800,-5.4725,39.3344,0.7
2801,-5.4147,39.6086,7.16
2802,-5.8131,40.127,2.9
2803,-5.3508,39.3198,1.15
2804,-5.1732,39.7827,0.89
2805,-5.6101,40.0034,2.98
2806,-5.3487,40.1342,6.44
2807,-6.7156,40.204,0.41
2808,-6.946,38.9222,0.56
2809,-5.7966,38.9667,0.63
2810,-5.7689,38.9948,0.14
2811,-6.4977,38.7441,0.53
2812,-6.429,38.7349,0.65
2813,-6.4178,38.7257,1.03
2814,-6.5173,39.0414,1.12
2815,-6.4155,38.5828,0.61
2816,-6.427,38.7268,0.56
2817,-5.512,38.7822,2.29
2818,-6.8581,39.1193,1.15
2819,-5.6311,38.766,0.27
2820,-5.7301,38.5079,1.28
2821,-5.8352,38.6892,0.56
2822,-6.3406,38.778,0.61
2823,-6.8266,38.8259,0.66
2824,-5.7885,38.6115,0.68
2825,-5.8254,38.4538,0.68
2826,-5.5691,38.5115,1.08
2827,-6.3652,38.8276,0.15
2828,-5.7998,38.9599,1.03
2829,-6.409,38.7156,0.96
2830,-6.5794,38.9481,0.68
2831,-6.6883,38.6475,0.68
2832,-6.7087,37.7288,2.61
2833,-6.7113,37.7739,1.5
2834,-6.7135,37.7758,2.9
2835,-6.7199,37.7344,2.3
2836,-6.4379,37.7025,0.98
2837,-6.4709,37.7158,4.9
2838,-6.4029,37.7135,1.47
2839,-5.679,37.8833,1.5
2840,-5.6607,37.8643,1.9
2841,-5.8604,37.7236,2.54
2842,-5.8435,37.578,1.33
2843,-5.9794,37.4666,0.7
2844,-6.1238,36.9023,1.33
2845,-6.3099,37.2257,1.25
2846,-6.0333,36.864,0.24
2847,-6.3335,37.3848,1.01
2848,-5.7501,37.1603,1.54
2849,-5.5732,37.2562,1.02
2850,-5.87,37.3242,0.26
2851,-6.2987,37.2849,1.18
2852,-5.8455,37.2743,0.57
2853,-5.5611,37.4665,0.72
2854,-5.4403,37.1212,1.84
2855,-5.8941,36.9798,1.4
2856,-5.3765,36.7885,3.72
2857,-5.4325,36.6995,1.65
2858,-5.3799,36.6988,1.08
2859,-5.3436,36.741,3.4
2860,-5.6156,36.8831,0.36
2861,-5.7249,36.6923,1.84
2862,-5.5954,36.8178,3.72
2863,-5.7772,36.6695,3.84
2864,-5.1982,36.8839,0.59
2865,-5.6541,36.5213,3.14
2866,-5.9156,36.4823,1.38
2867,-5.3813,36.204,1.42
2868,-5.368,36.2277,0.95
2869,-5.3963,36.3031,1.81
2870,-5.4154,36.2057,1.34
2871,-5.6027,36.0323,4.6
2872,-6.0469,36.7121,1.28
2873,-6.0581,36.8009,1.28
2874,-5.8313,36.725,1.9
2875,-5.6108,36.8357,3.88
2876,-5.8668,36.5204,1.24
2877,-6.0388,36.5167,5.12
2878,-5.9459,36.3058,2.83
2879,-6.3992,36.6856,0.64
2880,-6.0844,36.6875,0.88
2881,-5.5972,36.8213,1.77
2882,-5.9458,36.2873,0.4
2883,-4.5243,36.9634,0.64
2884,-4.6606,36.6928,1.0
2885,-4.6987,36.6945,0.58
2886,-4.6254,36.7495,0.67
2887,-4.6234,36.72,0.75
2888,-4.5923,36.6867,0.97
2889,-4.5906,36.7634,0.76
2890,-4.5695,36.6887,1.04
2891,-4.6584,36.7089,0.62
2892,-4.5134,36.9598,5.15
2893,-4.5426,36.9559,8.02
2894,-4.5498,36.9517,8.69
2895,-4.5568,36.9539,10.73
2896,-4.4548,37.3794,3.86
2897,-4.1285,37.3861,2.1
2898,-4.801,37.8509,0.74
2899,-5.0169,37.7866,1.42
2900,-5.2688,37.7076,2.21
2901,-4.4773,37.9446,1.2
2902,-4.51,37.7477,3.13
2903,-4.6625,37.5763,1.0
2904,-4.6529,37.5264,0.69
2905,-4.3303,37.6019,1.58
2906,-4.3853,37.3176,1.74
2907,-4.4338,37.4652,2.6
2908,-4.2073,37.4078,3.74
2909,-5.2079,37.7944,1.06
2910,-4.6768,37.6941,1.04
2911,-4.8168,37.7768,0.55
2912,-4.4458,37.9797,0.95
2913,-5.2343,37.7002,0.7
2914,-4.7618,37.8524,0.7
2915,-4.7728,37.841,0.69
2916,-4.2605,37.4789,1.25
2917,-4.708,38.4687,1.47
2918,-4.6464,38.0001,2.63
2919,-5.0588,37.9458,3.34
2920,-4.8958,38.6379,3.45
2921,-5.1731,38.3853,2.05
2922,-4.8853,38.2127,2.41
2923,-4.9864,37.7082,1.42
2924,-2.9045,37.9025,16.68
2925,-2.8567,37.8952,8.24
2926,-2.8527,37.8966,4.2
2927,-3.0,37.839,2.45
2928,-2.934,37.9728,5.78
2929,-2.9452,38.023,1.63
2930,-2.907,37.9753,9.56
2931,-2.9789,38.0134,4.0
2932,-2.9989,37.8944,6.8
2933,-2.9966,38.0332,10.8
2934,-2.9964,38.0359,14.33
2935,-2.9875,38.0341,6.66
2936,-2.9676,38.0278,3.52
2937,-2.9897,37.8403,3.38
2938,-2.9118,37.9669,3.45
2939,-2.9112,37.9701,15.04
2940,-2.0818,37.9706,4.1
2941,-2.8885,37.948,3.07
2942,-2.9129,37.934,10.32
2943,-3.2043,37.5256,0.87
2944,-3.8319,37.3299,1.02
2945,-3.4809,37.4274,0.93
2946,-4.1132,37.3222,0.47
2947,-4.0506,37.1479,0.43
2948,-3.6003,37.4467,2.62
2949,-3.6207,37.4538,0.78
2950,-3.6327,37.269,1.08
2951,-2.546,37.587,1.95
2952,-3.5131,36.9167,2.12
2953,-2.9763,37.2091,0.78
2954,-3.3254,37.0277,1.75
2955,-3.3027,37.0265,3.58
2956,-3.3279,37.0557,0.94
2957,-2.4087,37.5968,1.87
2958,-3.6445,37.0877,0.27
2959,-3.6456,37.3203,1.29
2960,-3.2717,37.379,0.34
2961,-4.1527,37.2687,0.36
2962,-3.2041,36.845,1.54
2963,-3.1107,36.9488,1.97
2964,-2.4284,37.8326,1.0
2965,-2.6553,37.4154,0.82
2966,-3.6847,37.0289,0.75
2967,-3.5928,36.9979,0.59
2968,-3.5953,37.0195,0.66
2969,-3.5539,37.4037,0.34
2970,-2.29,37.3298,0.53
2971,-2.1223,36.8014,1.85
2972,-2.0378,36.8314,1.08
2973,-2.2656,37.6316,1.22
2974,-2.259,37.61,1.31
2975,-2.1968,37.7033,1.61
2976,-2.1236,37.6568,2.13
2977,-2.1305,37.6537,1.37
2978,-0.1393,40.6154,1.33
2979,-0.3139,39.1873,1.16
2980,-0.5788,39.5625,2.56
2981,-0.0823,38.8761,3.52
2982,-0.2651,39.8438,3.39
2983,-0.8227,38.8285,0.81
2984,-0.7073,38.4749,2.07
2985,-0.0783,40.6589,3.36
2986,-0.5237,38.8136,4.79
2987,-0.4316,39.7665,3.91
2988,-0.9338,39.7585,1.34
2989,-0.5652,38.9496,0.14
2990,-0.3198,39.3226,0.69
2991,-0.0376,38.8743,0.5
2992,0.0593,40.2891,2.09
2993,0.045,38.7033,1.0
2994,-0.9516,39.5516,1.1
2995,-0.5943,38.77,1.04
2996,-0.5974,39.698,0.4
2997,-0.5685,38.8505,0.39
2998,-0.6713,38.7989,1.26
2999,-0.2005,39.7071,3.54
3000,-0.287,39.5831,4.55
3001,-0.7909,38.7378,4.04
3002,-0.9307,39.8486,7.33
3003,-0.1527,38.8772,3.2
3004,0.0012,40.5848,7.02
3005,-1.4507,40.1282,7.74
3006,-1.1695,39.6724,13.92
3007,-0.8501,39.8201,6.7
3008,-0.1761,38.8687,0.85
3009,-0.666,39.0417,1.27
3010,-0.8865,39.776,2.59
3011,-0.011,40.5761,3.89
3012,-0.8869,39.7487,3.13
3013,-0.257,39.7535,0.44
3014,-0.4723,39.29,0.29
3015,-2.3,37.3006,1.22
3016,-1.8777,37.2506,0.76
3017,-2.8494,36.983,1.27
3018,-2.8687,36.8157,0.54
3019,-2.4243,37.0358,0.46
3020,-2.3055,37.5978,1.31
3021,-2.795,37.1569,0.87
3022,-6.0029,36.8062,0.9
3023,-5.3816,36.2006,1.42
3024,-6.1502,36.5173,0.72
3025,-5.6668,36.5006,3.14
3026,-6.1891,36.7492,0.92
3027,-5.5918,36.8145,3.72
3028,-4.6668,37.5173,0.69
3029,-4.7862,37.8187,1.07
3030,-4.7945,37.9784,4.16
3031,-4.6584,38.3506,1.01
3032,-4.8168,38.2006,0.48
3033,-3.6667,37.3839,2.1
3034,-4.8002,37.8673,0.74
3035,-3.7945,37.0589,0.64
3036,-3.3834,37.1006,5.11
3037,-2.6,37.3947,1.95
3038,-3.7017,36.7784,1.46
3039,-3.1111,37.2325,0.45
3040,-2.5917,37.6451,1.91
3041,-3.3084,37.4089,1.25
3042,-4.082,37.3228,0.47
3043,-3.7667,37.3089,0.68
3044,-3.6361,37.0284,0.58
3045,-3.7334,37.1673,1.08
3046,-7.0569,37.8395,4.47
3047,-6.9391,37.5617,1.63
3048,-6.3724,37.4562,0.8
3049,-6.5044,37.0173,2.66
3050,-7.0002,37.3506,2.6
3051,-6.5955,37.2276,6.27
3052,-6.4724,37.884,5.8
3053,-4.0973,38.0437,0.27
3054,-3.8778,37.8895,0.46
3055,-3.1472,38.259,1.05
3056,-3.5,37.9728,0.87
3057,-3.2428,37.7601,4.12
3058,-3.0722,37.8395,0.94
3059,-4.1806,38.0992,3.36
3060,-2.9528,37.9062,3.22
3061,-3.9278,37.7145,1.87
3062,-4.6084,37.0867,0.9
3063,-4.3723,36.7728,1.22
3064,-4.6751,36.6506,0.08
3065,-4.5987,36.9992,1.63
3066,-4.7557,36.8423,1.87
3067,-5.6599,37.2339,1.19
3068,-6.1891,37.3839,1.04
3069,-5.6599,37.3756,0.74
3070,-4.9112,37.2812,0.91
3071,-6.2002,36.9089,1.76
3072,-5.637,37.918,1.48
3073,-5.4418,37.0506,0.61
3074,-5.7835,37.4839,0.14
3075,-5.9168,37.5339,0.95
3076,-2.9994,41.8498,4.24
3077,-2.997,41.8534,3.79
3078,-3.2798,41.9179,3.07
3079,-3.8709,41.76,0.56
3080,-3.0453,41.9768,6.92
3081,-4.758,40.9802,0.57
3082,-5.5905,41.445,0.28
3083,-5.2881,42.6024,1.81
3084,-4.7928,42.6517,3.6
3085,-6.4919,42.002,5.14
3086,-6.3254,41.6944,3.64
3087,-4.7531,41.1073,0.38
3088,-5.2987,41.5548,0.47
3089,-4.7331,42.545,0.18
3090,-5.0011,42.4709,3.67
3091,-1.8113,41.8036,9.52
3092,-1.823,41.7893,28.8
3093,-1.8533,41.8459,2.6
3094,-4.4293,40.5609,4.18
3095,-4.5013,40.6141,2.6
3096,-4.5017,40.6321,2.3
3097,-4.5119,40.5599,2.4
3098,-4.5221,40.4877,1.22
3099,-4.3362,40.6341,8.8
3100,-3.05,43.1341,5.81
3101,-3.0333,43.1174,1.69
3102,-2.5,42.5021,1.1
3103,-2.8333,43.0508,4.94
3104,-2.595,43.0236,2.5
3105,-2.4166,42.5341,0.81
3106,-2.6333,42.9924,6.63
3107,-2.5833,42.9508,3.55
3108,-2.5833,42.8549,2.21
3109,-2.6333,42.8424,2.44
3110,-2.6333,42.5008,3.55
3111,-2.4975,42.9286,2.09
3112,-2.4166,42.9341,5.47
3113,-2.7167,42.9341,3.08
3114,-2.55,42.823,3.55
3115,-2.4747,42.7347,1.34
3116,-2.4508,42.6852,1.63
3117,-2.303,42.7924,16.05
3118,-2.2722,42.8102,4.19
3119,-2.7833,42.5827,0.87
3120,-2.6667,42.5846,6.1
3121,-2.6833,42.5508,2.03
3122,-2.6166,42.4994,0.52
3123,-2.5666,42.5452,3.66
3124,-2.5,42.6016,0.58
3125,-2.4878,42.6222,3.08
3126,-2.7028,39.3118,0.17
3127,-2.45,39.2507,0.99
3128,-2.5166,39.2007,0.35
3129,-2.4277,39.2498,0.81
3130,-2.3486,39.2396,0.76
3131,-2.375,39.1721,2.5
3132,-2.7814,39.1479,0.99
3133,-2.6667,39.134,0.87
3134,-2.7333,39.0868,1.69
3135,-2.5,39.084,1.28
3136,-2.45,39.0618,1.22
3137,-2.4166,39.0007,0.81
3138,-2.0166,39.0173,0.76
3139,-2.7333,38.984,0.81
3140,-2.6,38.9173,0.93
3141,-1.8333,38.9173,0.7
3142,-1.8944,38.7256,1.05
3143,-1.8999,38.734,0.99
3144,-1.7333,38.8006,2.03
3145,-2.6427,38.5734,3.78
3146,-2.6655,38.6005,1.45
3147,-2.6988,38.6908,1.05
3148,-2.55,38.6506,0.41
3149,-2.55,38.5673,2.15
3150,-2.5,38.6173,0.81
3151,-2.4166,38.434,9.07
3152,-0.1498,38.8506,3.2
3153,-0.8166,38.7173,2.38
3154,-0.7832,38.734,4.07
3155,-0.5332,38.684,4.53
3156,-0.4832,38.7673,4.83
3157,-0.3832,38.734,7.38
3158,-0.0665,38.8006,4.01
3159,0.0502,38.7006,0.99
3160,-0.9166,38.5673,2.27
3161,-0.6499,38.5173,7.21
3162,-0.6332,38.534,4.71
3163,-0.2999,38.534,3.78
3164,-0.2332,38.5173,1.1
3165,-0.9332,38.4006,4.83
3166,-0.6999,38.4673,2.09
3167,-0.6665,38.484,1.8
3168,-0.6499,38.4673,1.22
3169,-0.8166,38.184,1.05
3170,-0.7999,38.2006,1.86
3171,-0.7666,38.2006,2.03
3172,-0.7499,38.2506,1.4
3173,-0.6832,38.2673,0.76
3174,-0.5987,38.1923,1.74
3175,-0.5362,38.1273,1.86
3176,-0.6332,38.184,0.81
3177,-0.9499,38.1173,0.35
3178,-0.9666,38.0173,0.17
3179,-0.8832,38.0173,0.52
3180,-0.6665,38.1006,0.7
3181,-0.8166,37.884,4.48
3182,-0.3665,38.5173,1.74
3183,-0.6165,38.434,1.22
3184,-0.4332,38.4173,0.64
3185,-2.1189,37.8506,1.74
3186,-2.15,37.884,2.03
3187,-2.2333,37.8173,0.41
3188,-2.2833,37.7006,1.4
3189,-2.1166,37.8173,1.57
3190,-2.15,37.7673,1.8
3191,-2.0666,37.734,5.23
3192,-2.3,37.6006,1.28
3193,-2.1333,37.5506,1.45
3194,-2.5166,37.3506,0.7
3195,-2.4166,37.4173,0.87
3196,-2.35,37.4673,0.93
3197,-2.2333,37.4339,0.12
3198,-2.1387,37.3839,1.16
3199,-2.0833,37.4839,0.47
3200,-1.8999,37.5006,0.52
3201,-2.0625,36.8006,1.63
3202,-2.8167,37.1673,1.98
3203,-2.5666,37.3339,0.93
3204,-2.5833,37.2339,1.4
3205,-2.5166,37.2006,0.99
3206,-2.45,37.3006,1.74
3207,-2.3,37.3006,1.22
